房屋编号,城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,供暖
TJ2313747784626610176,天津,西青,张家窝,保利金融街诺丁山,9㎡,合租,北,930元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,2,8层,有,NULL,民水,民电,有,NULL
TJ1846886178180308992,天津,塘沽,新村街,爱民里,82㎡,整租,南/北,1500元/月,季付价,2室,2厅,1卫,随时入住,1年以内,需提前预约,高楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ2206363549989601280,天津,开发区,第三大街,朗月轩,60㎡,整租,南,2000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,32层,有,NULL,民水,民电,有,集中供暖
TJ2250691736072355840,天津,和平,南营门街,鞍山道168号社区,30㎡,整租,南,1800元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2297865270368681984,天津,津南,咸水沽,同安里(津南区),42㎡,整租,南/北,800元/月,季付价,1室,1厅,1卫,随时入住,3年以上,需提前预约,中楼层,6层,无,NULL,民水,NULL,有,集中供暖
TJ2262023212512845824,天津,和平,体育馆街,合作里,23㎡,整租,南,1300元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,低楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313719709641474048,天津,西青,张家窝,保利金融街诺丁山,15㎡,合租,北,990元/月,季付价,3室,1厅,2卫,随时入住,1年,随时可看,5,24层,有,NULL,民水,民电,有,NULL
TJ2249758004503117824,天津,河西,友谊路,文玥里,28㎡,整租,南,1100元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2313567481002213376,天津,西青,张家窝,保利金融街诺丁山,17㎡,合租,南,960元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,5,8层,有,NULL,民水,民电,有,NULL
TJ1853394186112606208,天津,塘沽,北塘街,滨海欣嘉园,84㎡,整租,南/北,1000元/月,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,24层,有,NULL,民水,民电,有,集中供暖
TJ2313610017560854528,天津,西青,张家窝,保利金融街诺丁山,14㎡,合租,北,930元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,7,18层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2302782228318658560,天津,河东,常州道,靖泰里,30㎡,整租,南,1200元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313747869896810496,天津,西青,张家窝,保利金融街诺丁山,7㎡,合租,南,860元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,2,8层,有,NULL,民水,民电,有,NULL
TJ2286802352528957440,天津,滨海新区,大港,兴盛里(大港区),44㎡,整租,南/北,900元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313395190670295040,天津,西青,张家窝,保利金融街诺丁山,9㎡,合租,北,860元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,8,8层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2199757334836674560,天津,和平,体育馆街,睦南道,8㎡,整租,北,800元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,低楼层,3层,无,NULL,民水,民电,有,集中供暖
TJ2313359453899980800,天津,西青,张家窝,保利金融街诺丁山,9㎡,合租,北,890元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,5,24层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2136645531928371200,天津,东丽,张贵庄,福山里,34㎡,整租,南,1100元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2295359379098312704,天津,北辰,北仓镇,荣翠园,60㎡,整租,南,1000元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,27层,有,NULL,民水,NULL,有,集中供暖
TJ2080848984251318272,天津,河西,小海地,粤江里,35㎡,整租,南,1200元/月,NULL,2室,NULL,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2299308748252397568,天津,北辰,果园新村,朝阳里（北辰区）,24㎡,整租,南,650元/月,NULL,1室,NULL,1卫,随时入住,NULL,需提前预约,中楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2313395190670295040,天津,西青,张家窝,保利金融街诺丁山,9㎡,合租,北,860元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,8,8层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2313402802560843776,天津,西青,张家窝,保利金融街诺丁山,15㎡,合租,南,990元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,3,18层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2313724635390148608,天津,西青,张家窝,保利金融街诺丁山,7㎡,合租,南,830元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,9,11层,有,NULL,民水,民电,有,NULL
TJ2301346674481831936,天津,河西,越秀路,惠州里,14㎡,整租,北,1200元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2291787040913891328,天津,河西,梅江,第六田园优仕公寓,25㎡,整租,北,1300元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,30层,有,NULL,民水,民电,有,集中供暖
TJ2312904740226744320,天津,塘沽,工农村,迎春里(塘沽区),45㎡,整租,南/北,1500元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ1839487637233344512,天津,河西,柳林街,园丁公寓,39㎡,整租,南,1500元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313507023398387712,天津,河西,陈塘庄,中海复兴九里,9㎡,合租,北,1290元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,3,10层,有,租用车位,民水,民电,有,NULL
TJ2312898996639121408,天津,红桥,西沽街,水木天成闻涛园,7㎡,合租,东,1030元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,5,7层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2313725475031089152,天津,南开,嘉陵道街,桂荷园,14㎡,合租,南,1099元/月,月付价,3室,1厅,1卫,随时入住,1年,随时可看,4,6层,无,租用车位,民水,民电,有,集中供暖
TJ2274590327010492416,天津,西青,张家窝,星河荣御,112㎡,整租,南/北,1000元/月,NULL,3室,2厅,2卫,随时入住,NULL,需提前预约,中楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ2297890183217430528,天津,开发区,第三大街,月荣轩,73㎡,整租,南/北,2000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,30层,有,NULL,民水,民电,有,集中供暖
TJ2270943860224442368,天津,和平,新兴街,新河里,28㎡,整租,南,1300元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2306452058611384320,天津,河西,挂甲寺,新城小区,40㎡,整租,东,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ2313654257905582080,天津,南开,长虹街,水畔花园,21㎡,合租,南,1090元/月,月付价,3室,1厅,1卫,随时入住,1~2年,随时可看,17,30层,有,NULL,民水,民电,有,NULL
TJ2313622432944234496,天津,河西,梅江,弘泽印象顺水园,10㎡,合租,南,1360元/月,季付价,3室,1厅,2卫,随时入住,1年,随时可看,24,26层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2313780792952111104,天津,河西,梅江,弘泽印象顺水园,14㎡,合租,南,1460元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,13,25层,有,NULL,民水,民电,有,NULL
TJ2208365517528637440,天津,河西,陈塘庄,黑牛城道,30㎡,整租,南,1350元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,6层,无,NULL,NULL,NULL,有,集中供暖
TJ2290512638746034176,天津,和平,新兴街,兴河里,33㎡,整租,西南,1900元/月,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2265782444555255808,天津,和平,南营门街,天兴里,18㎡,整租,西,1000元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,未知,5层,无,NULL,民水,民电,有,集中供暖
TJ2306464432353984512,天津,河西,小海地,桂江里(河西区),46㎡,整租,西南,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2313529508835098624,天津,津南,双港,双港新盈庄园,8㎡,合租,北,860元/月,月付价,3室,1厅,1卫,随时入住,6个月以上,一般下班后可看,9,27层,有,NULL,民水,民电,有,集中供暖
TJ2313579145327812608,天津,津南,辛庄,首创城,9㎡,合租,南,830元/月,季付价,3室,1厅,1卫,随时入住,1年,随时可看,2,34层,NULL,租用车位,NULL,NULL,NULL,NULL
TJ2206146100937621504,天津,滨海新区,大港,前光里,64㎡,整租,东北,900元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,18层,有,NULL,民水,民电,有,集中供暖
TJ2310041887790071808,天津,河西,小海地,三水南里,58㎡,整租,南,1500元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2313000274190401536,天津,津南,辛庄,金地艺城悦府,81㎡,整租,南/北,650元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ2163163709890109440,天津,河西,挂甲寺,新跃里,27㎡,整租,南,1200元/月,NULL,2室,NULL,1卫,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2311624133424709632,天津,河西,陈塘庄,建港里(河西区),35㎡,整租,南,1200元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2275280431215542272,天津,河西,马场街,四化里(河西),25㎡,整租,南,1000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2292450820778115072,天津,东丽,东丽湖,北大资源阅府,90㎡,整租,南,700元/月,NULL,3室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,18层,有,NULL,NULL,NULL,有,集中供暖
TJ2308679321554001920,天津,南开,嘉陵道街,雅安西里,15㎡,合租,南,1000元/月,月付价,2室,1厅,1卫,随时入住,1~12个月,随时可看,4,4层,无,免费使用,民水,民电,有,集中供暖
TJ2313501479677198336,天津,河东,唐家口,恋日风景,12㎡,合租,南,700元/月,月付价,5室,1厅,1卫,随时入住,6个月,随时可看,2,9层,有,免费使用,民水,民电,有,集中供暖
TJ2313533715336134656,天津,河东,唐家口,恋日风景,15㎡,合租,南,700元/月,月付价,5室,1厅,1卫,随时入住,3~12个月,随时可看,1,3层,无,免费使用,民水,民电,有,集中供暖
TJ2118509722528120832,天津,塘沽,杭州道,贻信康庭,90㎡,整租,南/北,1200元/月,NULL,2室,1厅,1卫,随时入住,NULL,一般下班后可看,中楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2256509520010821632,天津,津南,双港,拾光汇,53㎡,整租,南,1000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,15层,有,NULL,民水,民电,无,集中供暖
TJ2230409982569365504,天津,蓟州,蓟县,山水和苑,88㎡,整租,南/北,500元/月,年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,7层,有,NULL,民水,民电,有,集中供暖
TJ2163167538342019072,天津,滨海新区,大港,前光里,56㎡,整租,南/北,800元/月,NULL,2室,1厅,1卫,暂无数据,NULL,NULL,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2308682880630661120,天津,南开,兴南街,怀庆里,17㎡,合租,南,900元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,3,7层,无,免费使用,民水,民电,有,集中供暖
TJ2307210861674242048,天津,南开,广开街,吉安里,16㎡,合租,南,700元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,6,8层,无,免费使用,民水,民电,有,集中供暖
TJ2300600332780044288,天津,红桥,芥园道,宜兰里,8㎡,合租,南,601元/月,月付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,6,6层,无,免费使用,民水,民电,有,集中供暖
TJ2278281942116081664,天津,宝坻,宝坻,平安家园,84㎡,整租,南/北,1000元/月,年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,未知,6层,无,NULL,民水,民电,有,集中供暖
TJ2302072858039558144,天津,河西,陈塘庄,东江南里,32㎡,整租,南,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,低楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2108343655785316352,天津,武清,南湖,保利溪湖林语,86㎡,整租,南/北,1000元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,中楼层,18层,无,NULL,NULL,NULL,有,集中供暖
TJ2306448455587078144,天津,河东,常州道,靖泰里,34㎡,整租,南,1200元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2308405558442999808,天津,南开,兴南街,怀庆里,8㎡,合租,南,700元/月,季付价,3室,1厅,1卫,随时入住,3~12个月,随时可看,6,6层,无,免费使用,民水,民电,有,集中供暖
TJ2301377362123825152,天津,红桥,西于庄,中嘉花园秀水苑,10㎡,合租,南,680元/月,月付价,4室,1厅,1卫,随时入住,1年,随时可看,4,6层,无,NULL,民水,民电,有,集中供暖
TJ2299259951107022848,天津,河北,光复道,君临大厦,12㎡,合租,南,800元/月,月付价,4室,1厅,1卫,随时入住,1~12个月,随时可看,27,60层,有,免费使用,民水,民电,有,集中供暖
TJ2247107161459269632,天津,河西,下瓦房,东舍宅,33㎡,整租,南/北,1400元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2297729216298622976,天津,和平,新兴街,四达里,33㎡,整租,南,2000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2273042189917626368,天津,和平,小白楼,松寿里,30㎡,整租,东,2000元/月,季付价,1室,1厅,1卫,随时入住,3年以上,一般下班后可看,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2278203776236265472,天津,北辰,双环邨,金香里,56㎡,整租,南/北,800元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,27层,无,NULL,NULL,NULL,有,集中供暖
TJ2306489569681612800,天津,河东,大直沽,直沽园,15㎡,合租,南,1200元/月,月付价,2室,1厅,1卫,随时入住,2~10个月,随时可看,5,7层,有,免费使用,民水,民电,有,集中供暖
TJ2313607558323519488,天津,河西,梅江,翠水园,12㎡,合租,南,1290元/月,季付价,4室,1厅,2卫,随时入住,1年,随时可看,2,6层,NULL,NULL,NULL,NULL,NULL,NULL
TJ2253503190601302016,天津,津南,辛庄,华远波士顿,88㎡,整租,南,900元/月,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,28层,有,NULL,民水,民电,有,集中供暖
TJ2294810137464422400,天津,河东,大直沽,和进里,26㎡,整租,南,1200元/月,NULL,1室,NULL,1卫,随时入住,NULL,需提前预约,低楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2298097776803979264,天津,塘沽,新城镇,南卫里,45㎡,整租,南/北,1000元/月,NULL,1室,1厅,1卫,2019/8/10,NULL,需提前预约,中楼层,5层,无,NULL,NULL,NULL,有,集中供暖
TJ2281051271404462080,天津,和平,劝业场,寿荫里,16㎡,整租,南/北,1500元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,高楼层,2层,无,NULL,NULL,NULL,NULL,NULL
TJ2306945048521998336,天津,南开,兴南街,邮电公寓,15㎡,合租,南,1000元/月,月付价,3室,1厅,1卫,随时入住,6~12个月,随时可看,5,6层,有,NULL,民水,民电,有,NULL
TJ2278947949566500864,天津,南开,王顶堤,园荫里,15㎡,整租,南,1100元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,7层,无,NULL,民水,民电,有,集中供暖
TJ2306413710132125696,天津,河北,宁园,汇园里,15㎡,合租,南,1150元/月,月付价,3室,1厅,1卫,随时入住,2~10个月,随时可看,2,7层,无,免费使用,民水,民电,有,集中供暖
TJ2280198246842507264,天津,塘沽,新港,近开里,35㎡,整租,南,1500元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,4层,无,NULL,民水,民电,有,集中供暖
TJ2222458118686908416,天津,河西,友谊路,育文里,38㎡,整租,南,1400元/月,NULL,2室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2296279628009963520,天津,河西,马场街,金山里,18㎡,整租,南,1000元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,5层,无,NULL,民水,民电,有,集中供暖
TJ2274443208736120832,天津,河北,建昌道,贵桥里,50㎡,整租,南,1200元/月,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,高楼层,8层,无,NULL,民水,民电,有,集中供暖
TJ2304249392166871040,天津,和平,体育馆街,鸿德里,13㎡,整租,西,1100元/月,NULL,1室,NULL,NULL,随时入住,NULL,需提前预约,未知,2层,无,NULL,民水,民电,有,集中供暖
TJ2146339942308257792,天津,河西,天塔街,环湖东里,12㎡,合租,西,1330元/月,季付价,2室,1厅,1卫,随时入住,1~12个月,随时可看,3,8层,无,NULL,民水,民电,有,集中供暖
TJ2299166436448272384,天津,和平,新兴街,鼎成公寓,32㎡,整租,东/西,2100元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,12层,有,NULL,民水,民电,有,集中供暖
TJ2285415322326671360,天津,河西,陈塘庄,金海湾花园,15㎡,合租,南,1200元/月,季付价,3室,1厅,1卫,随时入住,1~12个月,随时可看,9,9层,有,NULL,民水,民电,有,NULL
TJ2297733900815826944,天津,南开,向阳路,安泽园,40㎡,整租,南,1100元/月,NULL,1室,1厅,1卫,随时入住,NULL,需提前预约,高楼层,6层,无,NULL,民水,民电,有,集中供暖
TJ2307747837393780736,天津,红桥,芥园道,先春园隆春里,15㎡,合租,南,1000元/月,月付价,2室,1厅,1卫,随时入住,10个月,随时可看,4,6层,无,免费使用,民水,民电,有,集中供暖
